eth,x_gender_desc,year,age,count,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl,pp2_sch,pp2_ter,pp2_sempIT,pp2_semp,pp2_lemp,pp2_cust,pp2_lt6_neet,pp2_st6_neet,pp3_ben,pp3_ws_empl
ALL,Male,2015,16,29775,357324,352365,325749,7314,141,1887,3009,30,11418,2808,2322,57651,0.924464689,0.020756886,0.000400153,0.005355242,0.008539441,0.000085139,0.032403899,0.007969009,0.006589758,0.163611596
ALL,Male,2015,17,29733,356796,351645,281283,23850,1500,12375,9981,165,16368,6123,8328,108504,0.799906155,0.067824084,0.004265666,0.035191742,0.028383739,0.000469223,0.046546944,0.017412447,0.023682976,0.308561191
ALL,Male,2015,18,29961,359544,353568,169194,65082,4869,42525,28074,1068,27807,14949,19647,162507,0.478533125,0.184072088,0.013771043,0.120273894,0.079401982,0.003020635,0.078646823,0.04228041,0.055567812,0.459620215
ALL,Male,2015,19,30294,363540,356505,12687,130704,8448,90555,48714,1368,40488,23547,38433,206217,0.035587159,0.366625994,0.023696722,0.254007658,0.136643245,0.003837253,0.113569235,0.066049565,0.10780494,0.578440695
ALL,Male,2015,20,30642,367692,360669,2856,122715,10323,116016,44706,2142,42912,18999,42141,232548,0.007918618,0.340242716,0.028621811,0.321668899,0.123952987,0.005938963,0.118978898,0.052677108,0.116841203,0.644768472
ALL,Male,2015,21,30153,361848,354159,2121,105834,11265,132735,41244,1911,41928,17124,41961,242475,0.005988836,0.298831881,0.031807747,0.37478929,0.116456168,0.005395882,0.118387504,0.048351164,0.118480682,0.684650115
ALL,Male,2015,22,30561,366732,357882,150,86337,13416,157662,37659,2919,43635,16104,41370,257964,0.000419133,0.241244321,0.037487217,0.440541855,0.105227421,0.00815632,0.121925663,0.044998072,0.115596761,0.720807417
ALL,Male,2015,23,30255,363048,353790,114,61509,13215,183426,34884,2856,43545,14244,41067,268992,0.000322225,0.173857373,0.037352667,0.518460104,0.098600865,0.008072585,0.123081489,0.040261172,0.116077334,0.760315441
ALL,Male,2015,24,30285,363396,353616,105,47868,12264,202011,31785,3351,43575,12654,38943,276180,0.000296932,0.135367178,0.034681689,0.571272228,0.089885639,0.009476381,0.12322689,0.03578458,0.110127935,0.781016696
European,Male,2013,15,18546,222552,220527,216120,102,0,45,354,0,3330,573,0,21261,0.980016053,0.000462528,0,0.000204057,0.001605246,0,0.015100192,0.002598321,0,0.096409963
European,Male,2013,16,17445,209364,207273,195405,3336,201,993,1449,18,4521,1350,1350,40779,0.942742181,0.016094716,0.000969736,0.004790783,0.00699078,0.000086842,0.021811813,0.006513149,0.006513149,0.196740531
European,Male,2013,17,17322,207864,205629,165639,13458,1803,7461,6153,30,7665,3420,4044,71100,0.80552354,0.065447967,0.008768219,0.036283793,0.029922822,0.000145894,0.037275871,0.016631895,0.019666487,0.34576835
European,Male,2013,18,17883,214572,211806,98664,39810,6453,26493,18561,201,13143,8475,10833,109704,0.465822498,0.187955015,0.030466559,0.125081443,0.087632078,0.000948982,0.062052067,0.040013031,0.05114586,0.517945667
European,Male,2013,19,17487,209868,206721,8748,75912,11457,49530,30255,465,17454,12900,20829,130617,0.042317907,0.367219586,0.055422526,0.239598299,0.146356684,0.002249409,0.084432641,0.062402949,0.100758994,0.631851626
European,Male,2013,20,17970,215616,212181,1788,76020,15804,63117,26772,687,17493,10503,21969,147708,0.008426768,0.358279017,0.074483578,0.297467728,0.126175294,0.003237802,0.082443763,0.049500191,0.10353896,0.696141502
European,Male,2013,21,17733,212772,208650,1272,66408,17328,73062,22908,741,17886,9045,22770,151782,0.006096334,0.318274623,0.083048167,0.350165349,0.109791517,0.003551402,0.085722502,0.043350108,0.109130122,0.727447879
European,Male,2013,22,18366,220392,215346,168,53631,17280,91905,22611,1167,19644,8937,23265,164514,0.00078014,0.249045722,0.080242958,0.426778301,0.104998468,0.005419186,0.09122064,0.041500655,0.108035441,0.763951966
European,Male,2013,23,17616,211368,206178,117,38547,15579,104364,19845,1110,19026,7593,21978,164793,0.000567471,0.186959811,0.075560923,0.506183977,0.096251782,0.005383698,0.092279487,0.036827402,0.106597212,0.799275383
European,Male,2013,24,16401,196800,191757,84,27531,13434,109074,15936,1194,18333,6168,19104,156783,0.000438054,0.143572334,0.070057416,0.568813655,0.08310518,0.006226631,0.095605376,0.03216571,0.099626089,0.817612916
European,Male,2014,15,18618,223392,221265,216909,120,0,45,384,0,3300,507,0,22323,0.980313199,0.000542336,0,0.000203376,0.001735476,0,0.014914243,0.00229137,0,0.100888075
European,Male,2014,16,18540,222468,220275,207642,3432,210,1260,1740,12,4635,1341,1176,43845,0.942648962,0.015580524,0.000953354,0.005720123,0.007899217,5.44774E-05,0.02104188,0.006087845,0.005338781,0.199046646
European,Male,2014,17,17421,209076,206799,168717,12960,1830,7380,5601,72,6852,3390,4392,74103,0.815850173,0.062669549,0.008849172,0.035686826,0.02708427,0.000348164,0.033133623,0.016392729,0.021238014,0.358333454
European,Male,2014,18,17235,206820,204261,96150,38523,6291,25671,17040,174,12117,8292,9876,105543,0.470721283,0.188596942,0.030798831,0.125677442,0.08342268,0.000851851,0.059321163,0.040595121,0.048349905,0.516706567
European,Male,2014,19,17670,212064,208935,5970,78213,12249,52584,29523,381,17010,13008,19725,134229,0.02857348,0.374341302,0.058625888,0.251676359,0.141302319,0.001823534,0.08141288,0.062258597,0.094407352,0.642443822
European,Male,2014,20,17484,209796,206751,1833,72690,15384,63702,25317,582,17010,10230,20559,144156,0.008865737,0.351582338,0.074408346,0.308109755,0.122451645,0.00281498,0.082272879,0.049479809,0.099438455,0.697244512
European,Male,2014,21,17775,213300,209430,1146,66435,17484,75417,22266,690,17004,8985,20976,154797,0.005471995,0.317218164,0.083483742,0.360106002,0.106317147,0.003294657,0.081191806,0.042902163,0.100157571,0.739134794
European,Male,2014,22,17427,209124,204651,132,50892,17433,88437,20454,744,18348,8211,20955,158076,0.000645001,0.248677016,0.085184045,0.432135685,0.099945761,0.003635457,0.089655071,0.040121964,0.102393831,0.772417433
European,Male,2014,23,17976,215724,210588,78,37875,15768,109362,19062,1134,19782,7524,21081,169065,0.000370392,0.179853553,0.074876061,0.51931734,0.090517978,0.005384922,0.093936977,0.035728532,0.100105419,0.802823523
European,Male,2014,24,17244,206940,201927,93,28044,14400,117855,16362,1122,17859,6192,19185,167778,0.000460563,0.138881873,0.0713129,0.583651518,0.081029283,0.005556464,0.088442853,0.030664547,0.095009583,0.830884429
European,Male,2015,15,19233,230808,228510,224193,105,0,30,438,9,3237,498,9,22383,0.981108048,0.000459499,0,0.000131285,0.001916765,3.93856E-05,0.014165682,0.002179336,3.93856E-05,0.09795195
European,Male,2015,16,18603,223260,220797,208431,3594,108,1269,1632,0,4641,1119,1380,44004,0.943993804,0.016277395,0.000489137,0.005747361,0.007391405,0,0.021019307,0.005068004,0.006250085,0.199296186
European,Male,2015,17,18465,221592,218988,180003,12852,1182,8712,5859,63,7236,3075,4458,78261,0.821976547,0.058688147,0.005397556,0.039783002,0.026754891,0.000287687,0.033042907,0.014041865,0.02035728,0.357375747
European,Male,2015,18,17286,207444,204564,100779,36852,3543,27774,16278,333,11451,7554,9591,107028,0.492652666,0.180149,0.017319763,0.13577169,0.079574119,0.001627852,0.055977591,0.036927319,0.046885082,0.523200563
European,Male,2015,19,17007,204096,200619,6237,74958,5862,56412,27093,405,18189,11463,18558,126363,0.03108878,0.373633604,0.029219565,0.281189718,0.135047029,0.002018752,0.090664394,0.057138157,0.092503701,0.629865566
European,Male,2015,20,17595,211152,207732,1485,73044,7266,72408,24429,525,19470,9102,20793,145158,0.007148634,0.351626134,0.03497776,0.348564497,0.117598637,0.002527295,0.093726532,0.043816071,0.100095315,0.698775345
European,Male,2015,21,17334,207996,204036,1302,63465,8136,81783,21396,615,18930,8409,20871,148608,0.006381227,0.31104805,0.039875316,0.400826325,0.104863848,0.003014174,0.092777745,0.041213315,0.102290772,0.728342057
European,Male,2015,22,17445,209340,204519,84,50418,9501,97323,18990,795,19677,7734,19779,157167,0.00041072,0.246519883,0.046455342,0.475862878,0.092852009,0.003887169,0.09621111,0.037815558,0.096709841,0.768471389
European,Male,2015,23,17064,204756,199392,69,35481,9342,109782,17238,831,19752,6897,19575,159843,0.000346052,0.177945956,0.046852431,0.550583775,0.086452817,0.00416767,0.099061146,0.034590154,0.098173447,0.801652022
European,Male,2015,24,17556,210672,204891,72,27927,8379,123933,16023,1290,21015,6255,19632,167268,0.000351406,0.136301741,0.040894915,0.604872835,0.078202557,0.006296031,0.102566731,0.030528427,0.0958168,0.816375536
Maori,Male,2013,15,5364,64380,63837,59757,51,0,30,234,0,2889,870,0,3177,0.936087222,0.00079891,0,0.000469947,0.003665586,0,0.045255886,0.01362846,0,0.049767376
Maori,Male,2013,16,4857,58260,57735,47529,3285,45,426,726,36,4257,1437,516,6480,0.823226812,0.056897896,0.000779423,0.00737854,0.012574695,0.000623539,0.073733437,0.024889582,0.008937386,0.112236945
Maori,Male,2013,17,4641,55692,55131,33522,8169,303,2367,2559,99,5754,2364,2508,13473,0.608042662,0.148174348,0.005496,0.042934102,0.046416717,0.001795723,0.104369592,0.042879687,0.045491647,0.244381564
Maori,Male,2013,18,4587,55044,54366,17640,10737,894,6222,5640,459,9336,3441,6456,20226,0.324467498,0.197494758,0.016444101,0.114446529,0.103741309,0.008442777,0.171724975,0.063293235,0.11875069,0.372033992
Maori,Male,2013,19,4380,52572,51750,2028,11310,1371,11208,8661,642,11958,4575,12051,25380,0.039188406,0.218550725,0.026492754,0.21657971,0.167362319,0.012405797,0.231072464,0.088405797,0.232869565,0.490434783
Maori,Male,2013,20,4404,52848,52101,471,9651,2439,14727,8172,1122,11928,3591,12621,29151,0.009040134,0.185236368,0.046812921,0.282662521,0.156849197,0.021535095,0.228939944,0.068923821,0.242241032,0.559509414
Maori,Male,2013,21,4503,54060,53235,357,8049,2433,17661,7884,1377,11901,3564,13833,31662,0.006706114,0.15119752,0.045703015,0.331755424,0.148098056,0.025866441,0.223555931,0.066948436,0.259847845,0.594759087
Maori,Male,2013,22,4797,57564,56754,42,7857,3120,21309,7620,1590,11853,3366,13329,35919,0.000740036,0.138439581,0.054974099,0.375462523,0.134263664,0.028015647,0.208848716,0.059308595,0.234855693,0.632889312
Maori,Male,2013,23,4575,54888,54147,15,6645,3081,21168,6816,1572,11799,3048,13278,34452,0.000277024,0.12272148,0.056900659,0.390935786,0.12587955,0.029032079,0.217906809,0.056291207,0.245221342,0.636267937
Maori,Male,2013,24,4302,51612,50859,12,5538,2967,21285,5913,1542,10920,2682,12189,33054,0.000235946,0.108889282,0.058337757,0.418509998,0.116262608,0.030319118,0.214711261,0.052734029,0.239662597,0.649914469
Maori,Male,2014,15,5658,67908,67428,63429,96,0,36,177,9,2886,792,0,3570,0.940692294,0.001423741,0,0.000533903,0.002625022,0.000133476,0.04280121,0.011745862,0,0.052945364
Maori,Male,2014,16,5307,63672,63162,52395,3234,21,486,1062,9,4425,1536,648,7377,0.82953358,0.051201672,0.000332478,0.0076945,0.016813907,0.000142491,0.070057946,0.024318419,0.010259333,0.116794908
Maori,Male,2014,17,4767,57192,56622,34521,8625,225,2274,2601,111,5820,2445,2760,13566,0.609674685,0.152325951,0.003973721,0.040161068,0.045936209,0.001960369,0.102786903,0.043181096,0.048744304,0.239588852
Maori,Male,2014,18,4587,55044,54444,17325,10887,1005,7098,5874,417,8202,3642,6651,21639,0.318216883,0.199966939,0.018459334,0.130372493,0.107890677,0.007659246,0.150650209,0.066894424,0.122162222,0.397454265
Maori,Male,2014,19,4539,54468,53673,1791,12483,1860,12852,8274,837,11094,4473,11916,27435,0.033368733,0.232575038,0.034654296,0.239450003,0.154155721,0.015594433,0.206696104,0.083337991,0.222011067,0.511150858
Maori,Male,2014,20,4329,51948,51237,309,10020,1995,15552,8292,681,10749,3639,11700,29835,0.006030798,0.195561801,0.038936706,0.303530652,0.161836173,0.013291176,0.2097898,0.071022894,0.228350606,0.582294045
Maori,Male,2014,21,4347,52176,51486,249,8157,2955,17496,7272,1230,10656,3471,12177,31371,0.004836266,0.158431418,0.057394243,0.339820534,0.14124228,0.02388999,0.206968885,0.067416385,0.236510896,0.609311269
Maori,Male,2014,22,4440,53268,52494,12,6681,2742,20205,7422,1278,10920,3234,13062,33792,0.000228598,0.127271688,0.052234541,0.384901132,0.141387587,0.02434564,0.208023774,0.061607041,0.248828438,0.643730712
Maori,Male,2014,23,4734,56808,56052,24,6456,3306,24063,7074,1530,10596,2997,12306,38124,0.000428174,0.115178763,0.058980946,0.429297795,0.126204239,0.027296082,0.18903875,0.053468208,0.219546136,0.680154143
Maori,Male,2014,24,4473,53676,52932,6,5472,3090,23307,6069,1503,10791,2694,12162,35559,0.000113353,0.103377919,0.058376785,0.440319655,0.114656541,0.028394922,0.203865337,0.050895489,0.229766493,0.671786443
Maori,Male,2015,15,5928,71136,70680,66435,96,0,42,183,0,3183,738,0,3717,0.939940577,0.001358234,0,0.000594228,0.002589134,0,0.045033956,0.010441426,0,0.052589134
Maori,Male,2015,16,5604,67224,66618,55677,3534,18,540,993,27,4575,1254,789,8154,0.835765109,0.053048726,0.000270197,0.008105917,0.014905881,0.000405296,0.068675133,0.018823741,0.011843646,0.122399352
Maori,Male,2015,17,5208,62496,61863,39222,8268,243,2628,2808,90,6417,2193,3243,15717,0.634013869,0.133650163,0.003928035,0.042480966,0.045390621,0.001454828,0.103729208,0.035449299,0.052422288,0.254061394
Maori,Male,2015,18,4707,56496,55851,18825,10263,624,7656,5586,531,8886,3486,6546,21774,0.337057528,0.183756781,0.011172584,0.137079014,0.100016114,0.009507439,0.159101896,0.062416071,0.117204705,0.389858731
Maori,Male,2015,19,4518,54204,53493,1566,12318,1179,14544,8304,645,10638,4296,11580,28851,0.029274858,0.23027312,0.022040267,0.271886041,0.155235264,0.012057652,0.198867142,0.080309573,0.216476922,0.539341596
Maori,Male,2015,20,4467,53616,52947,471,9465,1587,17544,7767,1041,11448,3624,12456,30849,0.008895688,0.178763669,0.02997337,0.331350218,0.146693864,0.019661171,0.216216216,0.068445804,0.235254122,0.582639243
Maori,Male,2015,21,4281,51372,50715,234,7515,1440,19332,7209,840,10923,3219,11868,31608,0.00461402,0.148181012,0.028393966,0.381188997,0.142147294,0.016563147,0.215380065,0.063472346,0.234013605,0.62324756
Maori,Male,2015,22,4287,51444,50664,18,6570,1557,20817,6402,1302,11025,2976,12051,31998,0.000355282,0.129677878,0.030731881,0.410883468,0.126361914,0.025698721,0.217610137,0.058739934,0.237861203,0.631572714
Maori,Male,2015,23,4389,52656,51900,6,5766,1461,23463,6414,1332,10779,2682,12306,34542,0.000115607,0.111098266,0.028150289,0.452080925,0.123583815,0.02566474,0.207687861,0.051676301,0.237109827,0.665549133
Maori,Male,2015,24,4698,56376,55629,0,5433,2013,26862,6378,1566,10683,2694,11805,38409,0,0.097664887,0.036186162,0.482877636,0.11465243,0.028150785,0.192040123,0.048427978,0.212209459,0.690449226
Pacific Islander,Male,2013,15,2889,34656,34008,32697,0,0,15,48,0,981,270,0,1167,0.961450247,0,0,0.000441073,0.001411433,0,0.028846154,0.007939308,0,0.034315455
Pacific Islander,Male,2013,16,2589,31068,30444,27738,837,0,84,141,33,1206,399,105,2268,0.911115491,0.027493102,0,0.002759164,0.004631455,0.001083957,0.039613717,0.013106031,0.003448956,0.074497438
Pacific Islander,Male,2013,17,2634,31608,30978,24096,2730,60,771,615,45,2016,642,585,5259,0.77784234,0.088127058,0.001936858,0.024888631,0.019852799,0.001452644,0.065078443,0.020724385,0.01888437,0.16976564
Pacific Islander,Male,2013,18,2598,31176,30357,15054,5517,213,2469,2388,117,3141,1455,1659,9990,0.495898804,0.181737326,0.007016504,0.081332147,0.0786639,0.003854136,0.103468722,0.047929637,0.054649669,0.329083902
Pacific Islander,Male,2013,19,2535,30396,29478,1758,8802,405,6096,4776,186,4869,2583,3909,14436,0.059637696,0.298595563,0.01373906,0.20679829,0.162019133,0.00630979,0.165174028,0.087624669,0.132607368,0.489721148
Pacific Islander,Male,2013,20,2541,30516,29628,330,7425,624,9615,5082,240,4281,2040,3888,18252,0.011138113,0.250607533,0.021061158,0.324524099,0.171526934,0.008100446,0.144491697,0.068853787,0.131227218,0.616038882
Pacific Islander,Male,2013,21,2562,30744,29859,156,6060,897,11235,4815,309,4473,1914,3939,19668,0.005224555,0.202953883,0.030041194,0.376268462,0.161257912,0.010348639,0.149804079,0.064101276,0.131920024,0.658695871
Pacific Islander,Male,2013,22,2415,28968,28245,0,4617,900,12153,4254,333,4443,1542,3978,19599,0,0.16346256,0.031864047,0.430270844,0.150610728,0.011789697,0.157302177,0.054593733,0.140839087,0.693892724
Pacific Islander,Male,2013,23,2328,27936,27276,0,3504,813,13746,3756,435,3663,1362,3582,20094,0,0.128464584,0.029806423,0.503959525,0.137703476,0.015948086,0.134293885,0.049934008,0.131324241,0.736691597
Pacific Islander,Male,2013,24,2280,27360,26739,12,2787,927,14337,2994,438,4020,1230,3723,19743,0.000448783,0.104229777,0.034668462,0.536183103,0.111971278,0.016380568,0.150342197,0.046000224,0.139234826,0.738359699
Pacific Islander,Male,2014,15,3030,36360,35709,34314,18,0,15,66,0,1059,237,0,1485,0.960934218,0.000504075,0,0.000420062,0.001848274,0,0.029656389,0.006636982,0,0.041586155
Pacific Islander,Male,2014,16,2895,34740,34056,31143,684,0,138,225,0,1416,447,171,2997,0.914464412,0.020084567,0,0.004052149,0.006606765,0,0.041578577,0.013125441,0.005021142,0.088002114
Pacific Islander,Male,2014,17,2574,30912,30306,24045,2448,39,588,777,63,1626,720,600,5352,0.793407246,0.080776084,0.001286874,0.019402099,0.025638487,0.002078796,0.053652742,0.023757672,0.01979806,0.176598693
Pacific Islander,Male,2014,18,2643,31704,30963,15396,5586,183,3132,2202,126,2814,1527,1683,10656,0.49723864,0.180408875,0.00591028,0.101152989,0.07111714,0.004069373,0.090882666,0.049316927,0.054355198,0.344152698
Pacific Islander,Male,2014,19,2589,31068,30285,1284,9567,504,7341,4782,243,3894,2670,3282,16233,0.042397226,0.31589896,0.016641902,0.242397226,0.157899951,0.008023774,0.128578504,0.088162457,0.10837048,0.536007925
Pacific Islander,Male,2014,20,2514,30192,29352,291,7377,651,9642,4650,195,4404,2139,3930,18006,0.009914146,0.2513287,0.022179068,0.328495503,0.158421913,0.0066435,0.150040883,0.07287408,0.133892069,0.613450532
Pacific Islander,Male,2014,21,2532,30372,29541,201,5466,969,12297,4665,294,3822,1824,3465,20601,0.006804103,0.185030974,0.032801869,0.416268914,0.157916117,0.00995227,0.129379506,0.061744694,0.117294608,0.697369757
Pacific Islander,Male,2014,22,2571,30876,30099,30,4644,954,14052,4362,321,4074,1659,3624,21795,0.000996711,0.15429084,0.031695405,0.466859364,0.144921758,0.010664806,0.135353334,0.05511811,0.120402671,0.724110436
Pacific Islander,Male,2014,23,2406,28848,28194,9,3630,1053,14238,3690,288,3879,1407,3801,20934,0.000319217,0.128750798,0.037348372,0.505001064,0.13087891,0.010214939,0.137582464,0.049904235,0.134815918,0.742498404
Pacific Islander,Male,2014,24,2280,27336,26706,0,2709,921,15285,3000,441,3216,1131,3153,20715,0,0.101437879,0.034486632,0.572343294,0.112334307,0.016513143,0.120422377,0.042350034,0.118063357,0.775668389
Pacific Islander,Male,2015,15,3240,38868,38103,36645,6,0,12,48,0,1140,249,0,1641,0.961735296,0.000157468,0,0.000314936,0.001259743,0,0.029918904,0.006534919,0,0.043067475
Pacific Islander,Male,2015,16,3006,36072,35355,32499,687,6,132,246,0,1392,393,186,3144,0.919219347,0.019431481,0.000169707,0.00373356,0.006957998,0,0.039372083,0.011115825,0.005260925,0.088926602
Pacific Islander,Male,2015,17,2880,34560,33849,26889,2334,30,1020,858,18,1953,744,705,6888,0.794380927,0.068953293,0.000886289,0.03013383,0.025347869,0.000531774,0.057697421,0.02197997,0.020827794,0.203491979
Pacific Islander,Male,2015,18,2580,30972,30240,15084,5448,123,2808,2322,141,2781,1533,1368,10599,0.498809524,0.18015873,0.00406746,0.092857143,0.076785714,0.004662698,0.091964286,0.050694444,0.045238095,0.350496032
Pacific Islander,Male,2015,19,2595,31140,30381,1434,9504,309,7962,4548,165,4068,2391,3345,16386,0.047200553,0.312827096,0.010170831,0.26207169,0.149698825,0.005431026,0.133899477,0.078700504,0.110101708,0.539350252
Pacific Islander,Male,2015,20,2604,31224,30348,195,8109,474,10812,4488,354,3894,2016,3447,19170,0.006425465,0.267200475,0.015618822,0.356267299,0.147884539,0.01166469,0.128311586,0.066429419,0.113582444,0.631672598
Pacific Islander,Male,2015,21,2514,30168,29373,159,5808,513,12684,4002,198,4380,1632,3624,19863,0.005413135,0.197732612,0.017465019,0.431825146,0.136247574,0.006740885,0.149116536,0.05556123,0.123378613,0.676233276
Pacific Islander,Male,2015,22,2505,30048,29343,12,4644,705,14373,3912,309,3903,1485,3273,21372,0.000408956,0.158266026,0.024026173,0.489827216,0.133319702,0.010530621,0.133012984,0.050608322,0.111542787,0.728350884
Pacific Islander,Male,2015,23,2556,30660,30000,27,3609,795,16266,3741,405,3726,1428,3162,22794,0.0009,0.1203,0.0265,0.5422,0.1247,0.0135,0.1242,0.0476,0.1054,0.7598
Pacific Islander,Male,2015,24,2421,29064,28425,0,3012,711,16326,2970,285,3948,1173,3312,21729,0,0.105963061,0.025013193,0.574353562,0.104485488,0.010026385,0.138891821,0.041266491,0.11651715,0.764432718
Asian,Male,2013,15,2595,31152,30237,29463,0,0,0,33,0,666,75,0,1326,0.974402222,0,0,0,0.001091378,0,0.022025995,0.002480405,0,0.043853557
Asian,Male,2013,16,2535,30420,29592,28713,60,0,27,81,0,621,84,138,2349,0.970296026,0.002027575,0,0.000912409,0.002737226,0,0.020985402,0.002838605,0.004663423,0.079379562
Asian,Male,2013,17,2517,30216,29310,27258,675,45,117,156,0,828,231,432,4752,0.929989765,0.023029683,0.001535312,0.003991812,0.005322416,0,0.028249744,0.007881269,0.014738997,0.162128966
Asian,Male,2013,18,2535,30444,29451,19191,6159,27,630,1107,0,1020,1311,612,7488,0.651624733,0.209127025,0.000916777,0.021391464,0.037587858,0,0.034633799,0.044514618,0.020780279,0.254252827
Asian,Male,2013,19,2379,28536,27483,1839,16293,201,2034,2673,48,1608,2790,1368,10221,0.066914092,0.59283921,0.007313612,0.074009388,0.097260124,0.001746534,0.058508896,0.101517302,0.049776225,0.371902631
Asian,Male,2013,20,2445,29340,28203,402,16917,294,3213,2865,36,2055,2421,2067,12684,0.014253803,0.599829805,0.010424423,0.113924051,0.101584938,0.00127646,0.072864589,0.085841932,0.073290076,0.449739389
Asian,Male,2013,21,2430,29184,27909,222,15504,486,4650,2904,33,2079,2031,2190,14358,0.007954423,0.555519725,0.017413738,0.166612921,0.104052456,0.001182414,0.074492099,0.072772224,0.078469311,0.514457702
Asian,Male,2013,22,2481,29784,28536,48,12726,450,7545,3459,51,2358,1902,2178,17019,0.001682086,0.445962994,0.015769554,0.26440286,0.121215307,0.001787216,0.082632464,0.066652649,0.076324643,0.596404542
Asian,Male,2013,23,2598,31164,29733,51,9291,759,12006,3183,57,2805,1584,1986,20328,0.001715266,0.312481082,0.025527192,0.403793765,0.10705277,0.001917062,0.094339623,0.05327414,0.066794471,0.683684795
Asian,Male,2013,24,2598,31176,29598,27,6339,741,15165,2904,39,2943,1443,1788,21735,0.000912224,0.214169876,0.025035475,0.5123657,0.098114738,0.001317657,0.099432394,0.048753294,0.060409487,0.734340158
Asian,Male,2014,15,2640,31668,30747,30003,0,0,6,12,0,693,33,0,1377,0.975802517,0,0,0.000195141,0.000390282,0,0.022538784,0.001073275,0,0.044784857
Asian,Male,2014,16,2688,32232,31239,30120,126,0,33,93,0,732,135,159,2940,0.964179391,0.00403342,0,0.001056372,0.002977048,0,0.023432248,0.004321521,0.005089792,0.094113128
Asian,Male,2014,17,2613,31356,30402,28452,681,15,126,258,18,651,204,408,5130,0.935859483,0.022399842,0.000493389,0.004144464,0.008486284,0.000592066,0.021413065,0.006710085,0.01342017,0.168738899
Asian,Male,2014,18,2565,30792,29808,19107,6399,135,684,954,9,1164,1359,798,7956,0.641002416,0.214673913,0.004528986,0.02294686,0.032004831,0.000301932,0.03904992,0.045591787,0.026771337,0.266908213
Asian,Male,2014,19,2544,30528,29358,1914,17694,222,2145,2610,18,1728,3024,1455,10581,0.065195177,0.602697732,0.007561823,0.07306356,0.088902514,0.000613121,0.058859595,0.103004292,0.049560597,0.360412835
Asian,Male,2014,20,2409,28920,27888,441,16767,276,3300,2838,24,1806,2430,1674,12843,0.015813253,0.601226334,0.00989673,0.118330465,0.1017642,0.000860585,0.064759036,0.087134251,0.060025818,0.460520654
Asian,Male,2014,21,2502,30000,28707,129,15621,468,5391,3027,66,1959,2043,1920,15216,0.004493678,0.544152994,0.016302644,0.187793918,0.105444665,0.002299091,0.068241196,0.071167311,0.066882642,0.530044937
Asian,Male,2014,22,2514,30180,28905,45,12297,537,8361,3150,54,2589,1875,2250,17535,0.001556824,0.425428127,0.018578101,0.289257914,0.108977686,0.001868189,0.089569279,0.06486767,0.077841204,0.606642449
Asian,Male,2014,23,2607,31296,30018,6,8973,597,12498,3465,51,2682,1746,1890,20934,0.00019988,0.298920648,0.019888067,0.41635019,0.115430742,0.001698981,0.089346392,0.058165101,0.062962223,0.697381571
Asian,Male,2014,24,2835,34020,32400,15,6498,636,17646,3171,42,2919,1473,1740,24831,0.000462963,0.200555556,0.01962963,0.54462963,0.09787037,0.001296296,0.090092593,0.045462963,0.053703704,0.766388889
Asian,Male,2015,15,2829,33960,32964,32238,0,0,0,66,0,609,45,0,1569,0.977975974,0,0,0,0.002002184,0,0.0184747,0.001365126,0,0.047597379
Asian,Male,2015,16,2733,32796,31803,30852,105,0,18,84,0,666,81,150,2604,0.970097161,0.003301575,0,0.000565984,0.00264126,0,0.020941421,0.00254693,0.004716536,0.081879068
Asian,Male,2015,17,2775,33288,32283,29955,702,27,123,351,0,933,192,411,6027,0.927887743,0.021745191,0.000836354,0.003810055,0.010872596,0,0.02890066,0.005947403,0.012731159,0.186692687
Asian,Male,2015,18,2688,32268,31233,20145,6405,93,747,1200,9,1503,1137,678,8988,0.644990875,0.205071559,0.00297762,0.023917011,0.038420901,0.000288157,0.048122179,0.036403804,0.021707809,0.287772548
Asian,Male,2015,19,2643,31716,30552,1827,18285,177,2400,2835,24,2508,2493,1440,11910,0.059799686,0.598487824,0.005793401,0.078554595,0.092792616,0.000785546,0.082089552,0.081598586,0.047132757,0.38982718
Asian,Male,2015,20,2628,31560,30444,429,18153,126,3954,2865,42,2781,2091,1932,13668,0.014091447,0.596275128,0.004138747,0.129877808,0.094107213,0.001379582,0.091348049,0.068683484,0.06346078,0.448955459
Asian,Male,2015,21,2538,30444,29373,252,15516,249,5703,3117,51,2649,1836,1581,15726,0.008579308,0.528240221,0.008477173,0.1941579,0.106117863,0.001736288,0.090184864,0.062506383,0.053824941,0.535389644
Asian,Male,2015,22,2646,31764,30483,45,13068,423,9009,3057,48,2925,1914,1854,18327,0.001476233,0.428697963,0.013876587,0.295541777,0.100285405,0.001574648,0.095955123,0.062789096,0.060820785,0.601220352
Asian,Male,2015,23,2763,33132,31815,15,8802,429,14295,3201,60,3402,1611,1962,22284,0.000471476,0.276661952,0.013484206,0.44931636,0.100612918,0.001885903,0.106930693,0.050636492,0.061669024,0.700424328
Asian,Male,2015,24,2880,34536,33078,0,6654,501,17793,3273,42,3468,1347,1515,25077,0,0.201160892,0.015146019,0.537910394,0.098947941,0.001269726,0.104843098,0.04072193,0.045800834,0.758117178
