year,riskgrp,reg,tla,age_desc,ben_1524,count,emp_info_1yr,emp_place_1yr,emp_skill_1yr,emp_ws_1yr,emp_other_1yr,emp_1yr,emp_info_5yr,emp_place_5yr,emp_skill_5yr,emp_ws_5yr,emp_other_5yr,emp_5yr,emp_ys_1yr,emp_ysneetyts_1yr,emp_ysypypp_1yr,emp_ys_5yr,emp_ysneetyts_5yr,emp_ysypypp_5yr,x_gender_desc
2013,4,Southland Region,Southland District,15-19,0,114,0,0,0,0,0,12,0,0,0,0,0,18,12,0,0,12,0,0,All
2013,4,Southland Region,Southland District,15-19,0,114,0,0,0,0,0,12,0,0,0,0,0,18,12,0,0,12,0,0,Male
2013,4,Southland Region,Southland District,15-19,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Southland Region,Southland District,15-19,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Southland Region,Southland District,20-24,0,21,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Southland Region,Southland District,20-24,0,21,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,Female
2013,4,Southland Region,Southland District,20-24,1,18,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Southland Region,Southland District,20-24,1,21,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,Female
2013,4,Taranaki Region,New Plymouth District,15-19,0,315,27,0,0,0,0,87,39,0,0,0,0,114,63,45,30,96,84,30,All
2013,4,Taranaki Region,New Plymouth District,15-19,0,315,27,0,0,0,0,87,39,0,0,0,0,114,63,45,30,99,84,30,Male
2013,4,Taranaki Region,New Plymouth District,15-19,1,63,24,0,0,0,0,45,33,0,0,0,0,51,24,0,24,42,30,24,All
2013,4,Taranaki Region,New Plymouth District,15-19,1,66,24,0,0,0,0,45,33,0,0,0,0,54,24,0,24,42,30,24,Male
2013,4,Taranaki Region,New Plymouth District,20-24,0,105,0,0,0,0,0,0,69,0,24,0,0,84,0,0,0,18,15,0,All
2013,4,Taranaki Region,New Plymouth District,20-24,0,102,0,0,0,0,0,0,69,0,24,0,0,81,0,0,0,18,15,0,Female
2013,4,Taranaki Region,New Plymouth District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,New Plymouth District,20-24,1,105,0,0,0,0,0,0,72,0,24,0,0,87,0,0,0,18,18,0,All
2013,4,Taranaki Region,New Plymouth District,20-24,1,102,0,0,0,0,0,0,69,0,24,0,0,84,0,0,0,18,18,0,Female
2013,4,Taranaki Region,New Plymouth District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,South Taranaki District,15-19,0,135,12,0,0,0,0,30,15,0,0,0,0,42,15,15,0,36,33,0,All
2013,4,Taranaki Region,South Taranaki District,15-19,0,135,12,0,0,0,0,30,15,0,0,0,0,42,18,15,0,33,33,0,Male
2013,4,Taranaki Region,South Taranaki District,15-19,1,24,0,0,0,0,0,15,12,0,0,0,0,21,0,0,0,15,15,0,All
2013,4,Taranaki Region,South Taranaki District,15-19,1,24,0,0,0,0,0,15,15,0,0,0,0,21,0,0,0,15,12,0,Male
2013,4,Taranaki Region,South Taranaki District,20-24,0,48,0,0,0,0,0,0,15,0,0,0,0,24,0,0,0,0,0,0,All
2013,4,Taranaki Region,South Taranaki District,20-24,0,45,0,0,0,0,0,0,15,0,0,0,0,24,0,0,0,0,0,0,Female
2013,4,Taranaki Region,South Taranaki District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,South Taranaki District,20-24,1,48,0,0,0,0,0,0,12,0,0,0,0,24,0,0,0,0,0,0,All
2013,4,Taranaki Region,South Taranaki District,20-24,1,45,0,0,0,0,0,0,15,0,0,0,0,27,0,0,0,0,0,0,Female
2013,4,Taranaki Region,South Taranaki District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,Stratford District,15-19,0,42,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,18,18,0,All
2013,4,Taranaki Region,Stratford District,15-19,0,45,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,18,18,0,Male
2013,4,Taranaki Region,Stratford District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Taranaki Region,Stratford District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,Stratford District,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Taranaki Region,Stratford District,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Taranaki Region,Stratford District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Taranaki Region,Stratford District,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Taranaki Region,Stratford District,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Taranaki Region,Stratford District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Tasman Region,Tasman District,15-19,0,120,0,0,0,0,0,36,0,0,0,0,0,45,27,27,0,36,33,0,All
2013,4,Tasman Region,Tasman District,15-19,0,120,0,0,0,0,0,36,0,0,0,0,0,45,27,27,0,36,33,0,Male
2013,4,Tasman Region,Tasman District,15-19,1,15,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Tasman Region,Tasman District,15-19,1,18,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,Male
2013,4,Tasman Region,Tasman District,20-24,0,42,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,All
2013,4,Tasman Region,Tasman District,20-24,0,42,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,Female
2013,4,Tasman Region,Tasman District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Tasman Region,Tasman District,20-24,1,39,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,All
2013,4,Tasman Region,Tasman District,20-24,1,42,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,Female
2013,4,Tasman Region,Tasman District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,East Ward,15-19,0,300,0,0,0,0,0,93,12,0,0,0,0,117,81,69,24,105,96,21,All
2013,4,Waikato Region,East Ward,15-19,0,300,0,0,0,0,0,93,12,0,0,0,0,120,81,69,21,105,93,21,Male
2013,4,Waikato Region,East Ward,15-19,1,75,0,0,0,0,0,36,0,0,0,0,0,48,24,12,18,36,24,18,All
2013,4,Waikato Region,East Ward,15-19,1,72,0,0,0,0,0,36,0,0,0,0,0,48,24,12,18,36,27,18,Male
2013,4,Waikato Region,East Ward,20-24,0,150,12,0,18,0,0,24,69,0,57,0,0,99,0,0,0,30,27,0,All
2013,4,Waikato Region,East Ward,20-24,0,147,0,0,18,0,0,24,66,0,54,0,0,96,0,0,0,30,30,0,Female
2013,4,Waikato Region,East Ward,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,East Ward,20-24,1,150,12,0,21,0,0,24,69,0,54,0,0,96,0,0,0,30,30,0,All
2013,4,Waikato Region,East Ward,20-24,1,144,0,0,18,0,0,24,66,0,54,0,0,93,0,0,0,30,30,0,Female
2013,4,Waikato Region,East Ward,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Hauraki District,15-19,0,75,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,12,0,0,All
2013,4,Waikato Region,Hauraki District,15-19,0,72,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,12,0,0,Male
2013,4,Waikato Region,Hauraki District,15-19,1,21,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,All
2013,4,Waikato Region,Hauraki District,15-19,1,24,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,Male
2013,4,Waikato Region,Hauraki District,20-24,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Waikato Region,Hauraki District,20-24,0,36,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Female
2013,4,Waikato Region,Hauraki District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Hauraki District,20-24,1,39,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Waikato Region,Hauraki District,20-24,1,36,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Female
2013,4,Waikato Region,Hauraki District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Matamata-Piako District,15-19,0,123,0,0,0,0,0,33,0,0,0,0,0,45,30,24,0,36,30,0,All
2013,4,Waikato Region,Matamata-Piako District,15-19,0,123,0,0,0,0,0,33,0,0,0,0,0,42,33,24,0,33,27,0,Male
2013,4,Waikato Region,Matamata-Piako District,15-19,1,24,0,0,0,0,0,15,0,0,0,0,0,18,12,0,0,12,0,0,All
2013,4,Waikato Region,Matamata-Piako District,15-19,1,24,0,0,0,0,0,15,0,0,0,0,0,21,12,0,0,15,0,0,Male
2013,4,Waikato Region,Matamata-Piako District,20-24,0,45,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,All
2013,4,Waikato Region,Matamata-Piako District,20-24,0,48,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Female
2013,4,Waikato Region,Matamata-Piako District,20-24,1,48,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,All
2013,4,Waikato Region,Matamata-Piako District,20-24,1,45,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Female
2013,4,Waikato Region,Otorohanga District,15-19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Otorohanga District,15-19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Otorohanga District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Otorohanga District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Otorohanga District,20-24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Otorohanga District,20-24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Otorohanga District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Otorohanga District,20-24,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Otorohanga District,20-24,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Otorohanga District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Rotorua District,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Rotorua District,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Rotorua District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Rotorua District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Rotorua District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Rotorua District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Rotorua District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Rotorua District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,South Waikato District,15-19,0,159,15,0,0,0,0,57,21,0,0,0,0,66,42,33,15,45,33,12,All
2013,4,Waikato Region,South Waikato District,15-19,0,162,15,0,0,0,0,57,21,0,0,0,0,66,42,33,15,45,33,12,Male
2013,4,Waikato Region,South Waikato District,15-19,1,51,15,0,0,0,0,30,21,0,0,0,0,39,15,0,12,18,0,12,All
2013,4,Waikato Region,South Waikato District,15-19,1,48,12,0,0,0,0,30,21,0,0,0,0,36,15,0,12,18,0,12,Male
2013,4,Waikato Region,South Waikato District,20-24,0,69,0,0,0,0,0,0,24,0,0,0,0,39,0,0,0,0,0,0,All
2013,4,Waikato Region,South Waikato District,20-24,0,63,0,0,0,0,0,0,24,0,0,0,0,33,0,0,0,0,0,0,Female
2013,4,Waikato Region,South Waikato District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,South Waikato District,20-24,1,66,0,0,0,0,0,0,24,0,0,0,0,39,0,0,0,0,0,0,All
2013,4,Waikato Region,South Waikato District,20-24,1,66,0,0,0,0,0,0,24,0,0,0,0,36,0,0,0,0,0,0,Female
2013,4,Waikato Region,South Waikato District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Taupo District,15-19,0,195,0,0,0,0,0,27,0,15,0,0,0,45,21,15,0,30,30,0,All
2013,4,Waikato Region,Taupo District,15-19,0,195,0,0,0,0,0,27,0,15,0,0,0,45,21,15,0,30,27,0,Male
2013,4,Waikato Region,Taupo District,15-19,1,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,All
2013,4,Waikato Region,Taupo District,15-19,1,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Male
2013,4,Waikato Region,Taupo District,20-24,0,54,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,All
2013,4,Waikato Region,Taupo District,20-24,0,54,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,Female
2013,4,Waikato Region,Taupo District,20-24,1,51,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,All
2013,4,Waikato Region,Taupo District,20-24,1,51,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,Female
2013,4,Waikato Region,Thames-Coromandel District,15-19,0,93,0,0,0,0,0,15,0,0,0,0,0,21,12,0,0,15,0,0,All
2013,4,Waikato Region,Thames-Coromandel District,15-19,0,93,0,0,0,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,Male
2013,4,Waikato Region,Thames-Coromandel District,15-19,1,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,All
2013,4,Waikato Region,Thames-Coromandel District,15-19,1,18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Male
2013,4,Waikato Region,Thames-Coromandel District,20-24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Thames-Coromandel District,20-24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Thames-Coromandel District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Thames-Coromandel District,20-24,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Thames-Coromandel District,20-24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Thames-Coromandel District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waikato District,15-19,0,261,12,0,0,0,0,75,21,12,12,0,0,102,60,54,15,87,78,15,All
2013,4,Waikato Region,Waikato District,15-19,0,258,12,0,0,0,0,75,21,12,15,0,0,102,63,54,15,87,78,15,Male
2013,4,Waikato Region,Waikato District,15-19,1,60,12,0,0,0,0,30,21,0,15,0,0,45,18,0,0,30,27,12,All
2013,4,Waikato Region,Waikato District,15-19,1,60,12,0,0,0,0,30,21,0,12,0,0,45,18,0,0,33,27,12,Male
2013,4,Waikato Region,Waikato District,20-24,0,99,0,0,0,0,0,15,42,0,24,0,0,60,0,0,0,12,0,0,All
2013,4,Waikato Region,Waikato District,20-24,0,93,0,0,0,0,0,15,39,0,21,0,0,60,0,0,0,12,0,0,Female
2013,4,Waikato Region,Waikato District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waikato District,20-24,1,99,0,0,0,0,0,18,42,0,27,0,0,60,0,0,0,12,0,0,All
2013,4,Waikato Region,Waikato District,20-24,1,93,0,0,0,0,0,15,39,0,21,0,0,57,0,0,0,12,0,0,Female
2013,4,Waikato Region,Waikato District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waipa District,15-19,0,135,0,0,0,0,0,30,0,0,0,0,0,36,27,21,0,30,27,0,All
2013,4,Waikato Region,Waipa District,15-19,0,135,0,0,0,0,0,33,0,0,0,0,0,36,27,21,0,30,24,0,Male
2013,4,Waikato Region,Waipa District,15-19,1,15,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Waikato Region,Waipa District,15-19,1,18,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waipa District,20-24,0,45,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,All
2013,4,Waikato Region,Waipa District,20-24,0,42,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,Female
2013,4,Waikato Region,Waipa District,20-24,1,42,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,All
2013,4,Waikato Region,Waipa District,20-24,1,45,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,Female
2013,4,Waikato Region,Waitomo District,15-19,0,45,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Waikato Region,Waitomo District,15-19,0,45,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waitomo District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Waitomo District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,Waitomo District,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Waitomo District,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,Waitomo District,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Waikato Region,Waitomo District,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Waikato Region,West Ward,15-19,0,342,0,0,0,0,0,105,12,0,0,0,0,132,93,75,36,114,99,36,All
2013,4,Waikato Region,West Ward,15-19,0,342,0,0,0,0,0,108,15,0,0,0,0,129,93,72,36,117,96,36,Male
2013,4,Waikato Region,West Ward,15-19,1,87,0,0,0,0,0,48,0,0,0,0,0,60,33,18,21,51,33,24,All
2013,4,Waikato Region,West Ward,15-19,1,87,0,0,0,0,0,48,0,0,0,0,0,60,36,18,24,51,36,24,Male
2013,4,Waikato Region,West Ward,20-24,0,183,15,0,24,0,0,30,69,18,72,0,0,114,0,0,0,30,30,0,All
2013,4,Waikato Region,West Ward,20-24,0,177,12,0,24,0,0,27,63,15,69,0,0,108,0,0,0,30,27,0,Female
2013,4,Waikato Region,West Ward,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Waikato Region,West Ward,20-24,1,186,15,0,24,0,0,30,69,18,72,0,0,111,0,0,0,30,27,0,All
2013,4,Waikato Region,West Ward,20-24,1,177,12,0,24,0,0,30,63,18,69,0,0,108,0,0,0,27,27,0,Female
2013,4,Waikato Region,West Ward,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Carterton District,15-19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Carterton District,15-19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Carterton District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Carterton District,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Carterton District,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Carterton District,20-24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Carterton District,20-24,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Carterton District,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Eastern Ward,15-19,0,54,0,0,0,0,0,21,0,0,0,0,0,21,12,0,0,15,15,0,All
2013,4,Wellington Region,Eastern Ward,15-19,0,54,0,0,0,0,0,18,0,0,0,0,0,21,12,0,0,15,15,0,Male
2013,4,Wellington Region,Eastern Ward,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Eastern Ward,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Eastern Ward,20-24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Eastern Ward,20-24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Eastern Ward,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Eastern Ward,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Eastern Ward,20-24,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Eastern Ward,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Kapiti Coast District,15-19,0,120,0,0,0,0,0,21,0,0,0,0,0,33,15,12,0,21,18,0,All
2013,4,Wellington Region,Kapiti Coast District,15-19,0,117,0,0,0,0,0,21,0,0,0,0,0,30,15,12,0,21,18,0,Male
2013,4,Wellington Region,Kapiti Coast District,15-19,1,33,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,All
2013,4,Wellington Region,Kapiti Coast District,15-19,1,33,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,Male
2013,4,Wellington Region,Kapiti Coast District,20-24,0,72,0,0,0,0,0,0,0,0,15,0,0,24,0,0,0,0,0,0,All
2013,4,Wellington Region,Kapiti Coast District,20-24,0,72,0,0,0,0,0,0,0,0,15,0,0,24,0,0,0,0,0,0,Female
2013,4,Wellington Region,Kapiti Coast District,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Kapiti Coast District,20-24,1,72,0,0,0,0,0,0,0,0,15,0,0,27,0,0,0,0,0,0,All
2013,4,Wellington Region,Kapiti Coast District,20-24,1,72,0,0,0,0,0,0,0,0,15,0,0,24,0,0,0,0,0,0,Female
2013,4,Wellington Region,Kapiti Coast District,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Lambton Ward,15-19,0,33,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,All
2013,4,Wellington Region,Lambton Ward,15-19,0,33,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Male
2013,4,Wellington Region,Lambton Ward,15-19,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Lambton Ward,15-19,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Lambton Ward,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Lambton Ward,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Lambton Ward,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
2013,4,Wellington Region,Lambton Ward,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female
2013,4,Wellington Region,Lower Hutt City,15-19,0,294,15,0,0,0,0,69,18,0,0,0,0,81,51,39,18,72,54,21,All
2013,4,Wellington Region,Lower Hutt City,15-19,0,294,15,0,0,0,0,69,18,0,0,0,0,81,54,39,18,72,54,21,Male
2013,4,Wellington Region,Lower Hutt City,15-19,1,63,15,0,0,0,0,42,18,0,0,0,0,45,24,0,18,33,24,18,All
2013,4,Wellington Region,Lower Hutt City,15-19,1,63,15,0,0,0,0,42,15,0,0,0,0,45,24,0,18,33,24,18,Male
2013,4,Wellington Region,Lower Hutt City,20-24,0,162,15,0,0,0,0,27,66,18,36,0,0,96,0,0,0,21,21,0,All
2013,4,Wellington Region,Lower Hutt City,20-24,0,156,15,0,0,0,0,24,60,15,36,0,0,93,0,0,0,21,21,0,Female
2013,4,Wellington Region,Lower Hutt City,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Lower Hutt City,20-24,1,162,15,0,0,0,0,24,66,18,33,0,0,96,0,0,0,24,24,0,All
2013,4,Wellington Region,Lower Hutt City,20-24,1,156,15,0,0,0,0,24,60,15,36,0,0,90,0,0,0,24,21,0,Female
2013,4,Wellington Region,Lower Hutt City,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male
2013,4,Wellington Region,Masterton District,15-19,0,99,0,0,0,0,0,33,0,0,0,0,0,39,27,24,0,27,24,0,All
2013,4,Wellington Region,Masterton District,15-19,0,99,0,0,0,0,0,33,0,0,0,0,0,42,27,24,0,27,27,0,Male
2013,4,Wellington Region,Masterton District,15-19,1,30,0,0,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,0,All
2013,4,Wellington Region,Masterton District,15-19,1,33,0,0,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,0,Male
2013,4,Wellington Region,Masterton District,20-24,0,57,0,0,0,0,0,0,15,0,18,0,0,36,0,0,0,0,0,0,All
